data,label
"[-0.10668121  0.12507968  0.03447698 -0.05354396 -0.0657532  -0.00766129
 -0.10177906 -0.06043044  0.0887361  -0.11978578  0.21967639 -0.04421049
 -0.19788161 -0.09155776 -0.07824453  0.1192762  -0.21798135 -0.10163131
  0.01461415  0.0078021   0.19484268 -0.04337307 -0.00793388 -0.01046088
 -0.13046463 -0.37746873 -0.14457317 -0.07162011  0.0570687  -0.11862747
  0.02221799 -0.03921074 -0.18528113 -0.00412264 -0.02558768  0.02477426
  0.01520233 -0.03869538  0.19376783 -0.0091227  -0.19674343  0.00059479
  0.03996858  0.22271906  0.17914924  0.04416721  0.04747639 -0.15254897
  0.08137269 -0.20309946  0.10034337  0.18085042  0.03715981  0.10290009
 -0.002901   -0.09307068  0.02844233  0.09968296 -0.1165813   0.06374637
  0.11523511 -0.05258587 -0.03622239 -0.0037162   0.16686957  0.06464258
 -0.12479414 -0.22218788  0.10811212 -0.15208524 -0.06277224  0.06011971
 -0.12005189 -0.17702149 -0.32530487  0.07289738  0.43651217  0.15555614
 -0.15559959  0.03106047 -0.12153911 -0.03259214  0.16586202  0.11247723
 -0.06114808 -0.00364733 -0.09464403  0.10825062  0.20088604 -0.04057848
 -0.06585409  0.17796525 -0.00148894  0.11531186  0.0198076   0.09540896
 -0.09534626  0.02583979 -0.10858502 -0.01130213  0.08913279 -0.02473951
 -0.02181727  0.17893368 -0.11410043  0.14292288 -0.00867772 -0.01480211
  0.00809419  0.00648976 -0.15169074 -0.04477353  0.11131343 -0.17733547
  0.19416302  0.18936235  0.08739696  0.1056595   0.20798218  0.08896826
  0.01808855 -0.06890196 -0.20234358  0.0068828   0.04553464  0.04015036
  0.06908005 -0.05351356]",3
"[-1.17907628e-01  9.86023024e-02  6.24793693e-02 -3.35476622e-02
 -4.22010422e-02 -4.42805178e-02 -7.81524926e-02 -7.50932842e-02
  1.10826656e-01 -8.48260298e-02  2.98887968e-01 -4.33237627e-02
 -2.05295876e-01 -7.95849264e-02 -8.75514075e-02  1.31976441e-01
 -2.20342368e-01 -6.10397011e-02  9.30977520e-03  1.81741305e-02
  1.50960550e-01 -6.10731319e-02 -2.64842156e-02  3.54088633e-03
 -8.39278325e-02 -3.22577119e-01 -1.50853992e-01 -7.49180317e-02
  3.64610516e-02 -8.87764692e-02 -2.43496094e-02 -4.79353312e-03
 -1.73868567e-01 -4.15336266e-02 -1.09058246e-02  9.25159734e-03
 -2.26468761e-02 -3.96654122e-02  1.86724886e-01 -5.53185940e-02
 -1.71326965e-01 -4.94155707e-03  2.72786953e-02  2.03638688e-01
  1.57109156e-01  4.65253890e-02  1.80233661e-02 -1.60274446e-01
  6.30516484e-02 -1.83705613e-01  7.45317638e-02  2.02046067e-01
  9.09940004e-02  1.17177427e-01 -2.59784516e-02 -1.04118511e-01
  5.26736155e-02  9.99454930e-02 -1.21283345e-01  4.35014032e-02
  9.96987447e-02 -1.02371171e-01 -1.40463486e-02 -8.26703257e-08
  1.66224137e-01  8.29618648e-02 -1.18383981e-01 -2.11535215e-01
  1.05133362e-01 -1.16735861e-01 -7.49626905e-02  5.39626777e-02
 -1.28435120e-01 -2.30274558e-01 -3.03952038e-01  6.27583861e-02
  3.89404237e-01  1.43822193e-01 -1.88472837e-01  6.41161203e-02
 -1.30272165e-01 -6.16814159e-02  1.51561335e-01  1.14435181e-01
 -4.44860831e-02 -8.97491234e-04 -1.25084639e-01  6.82085380e-02
  1.90155774e-01 -7.66539052e-02 -3.66977602e-02  1.90938517e-01
 -1.73260644e-02  9.90573838e-02  1.58448033e-02  7.84684941e-02
 -5.58391139e-02  5.55884019e-02 -1.02241844e-01 -5.82489418e-03
  1.03356458e-01 -1.21481624e-02 -3.07995323e-02  1.25286356e-01
 -1.23167008e-01  1.35815442e-01  1.46906385e-02  1.56347919e-02
  3.68439662e-03 -5.98340929e-02 -1.11217089e-01 -2.36502215e-02
  1.22186318e-01 -1.94945186e-01  2.43871659e-01  1.54121071e-01
  8.84515420e-02  1.23031601e-01  1.74440041e-01  7.10852370e-02
  1.16641531e-02 -1.08253755e-01 -2.04348192e-01  6.47689076e-03
  7.42577985e-02  2.96806246e-02  8.27443078e-02 -3.21279578e-02]",3
"[-0.04896662  0.14033926  0.07793056 -0.04792533 -0.08470064 -0.09865557
 -0.08744807 -0.13670416  0.0832806  -0.10458467  0.25858665 -0.03578186
 -0.18085775 -0.09352862 -0.01709998  0.13417433 -0.18744513 -0.15754527
 -0.01214762  0.02364895  0.14598559  0.00869161 -0.00082259  0.04611639
 -0.14384727 -0.35516807 -0.10601004 -0.03136161  0.0790355  -0.00320584
  0.02111723  0.04863246 -0.20012191 -0.04867249  0.04103801  0.10491034
 -0.03090525 -0.07005958  0.21029389 -0.00359872 -0.25445807  0.09125336
  0.04808099  0.23388746  0.17976446  0.07856198  0.08707763 -0.15326703
  0.10936877 -0.2165928   0.10033523  0.15255225  0.12722261  0.05255117
  0.02888643 -0.17537227  0.0699312   0.08015396 -0.1842159   0.02342452
  0.11910208 -0.04454475  0.03128608 -0.02985351  0.1826545   0.04182297
 -0.10391907 -0.13832664  0.10958917 -0.1655947  -0.11361291  0.10931378
 -0.10892147 -0.15566406 -0.35844192  0.02747827  0.44774187  0.15697977
 -0.17690246  0.04634139 -0.01644045  0.00932855  0.14569509  0.09529933
 -0.10115086 -0.00963832 -0.14541088  0.05797436  0.24290034 -0.00737682
 -0.06986103  0.2439703   0.04679821  0.13912989  0.02301902  0.04247895
 -0.06846623  0.02987739 -0.11201213 -0.01068671  0.08987597  0.02971927
 -0.00658401  0.17409843 -0.17264251  0.15408443 -0.03664535  0.02612153
  0.01622425  0.03222186 -0.13399899 -0.03347042  0.09395296 -0.20283303
  0.17193112  0.17462699  0.06614792  0.08476391  0.20389599  0.01409718
  0.00898975 -0.09239123 -0.24299812 -0.04628286  0.10667083 -0.04402183
  0.14876059  0.01911697]",3
"[-0.0179565   0.07522598  0.06535894 -0.0548973  -0.06515569 -0.09313162
 -0.07883906 -0.13491812  0.08180094 -0.09178458  0.24672475 -0.05670864
 -0.16702403 -0.10004535 -0.02695382  0.10888436 -0.20217042 -0.14541987
  0.01464713  0.03169746  0.11601676 -0.01150181 -0.00687303  0.0532821
 -0.10054507 -0.32116356 -0.12230796 -0.06152958  0.11979324 -0.01287341
  0.01179548  0.03134063 -0.19462024 -0.05143948  0.04850286  0.09697495
 -0.04336358 -0.08846514  0.2019577  -0.0426844  -0.23820241  0.08814716
  0.02649121  0.2273308   0.19396025  0.11906151  0.03036427 -0.17524235
  0.10471789 -0.1985884   0.10034189  0.15268219  0.11018637  0.0622435
 -0.00396425 -0.1762931   0.08690023  0.05780024 -0.22974113  0.01568121
  0.08218465 -0.04180321  0.05212479 -0.02083624  0.19842948  0.05827366
 -0.11263487 -0.14373377  0.14135768 -0.20946699 -0.09521557  0.1114483
 -0.08311688 -0.15233195 -0.3132824  -0.00141429  0.44332659  0.14323889
 -0.19137979  0.04570924 -0.02824127 -0.0060795   0.16990967  0.1106215
 -0.085178   -0.02483587 -0.13246287  0.00867891  0.22572513 -0.03063854
 -0.06569635  0.22371477  0.03329294  0.11051384  0.05429881  0.06445725
 -0.05015482  0.05745717 -0.11874857 -0.02445905  0.10332825  0.01875448
  0.00735928  0.17451154 -0.16489549  0.17806002 -0.00885945  0.01043988
  0.05147793  0.00655159 -0.10485768 -0.04407395  0.12036685 -0.25342879
  0.20817943  0.16017124  0.07655187  0.10721346  0.1503561   0.05425962
 -0.00630136 -0.12015203 -0.24428301 -0.0475732   0.07275311 -0.02436284
  0.14775665  0.02061432]",3
"[-1.16019234e-01  9.61668789e-02  5.87154478e-02 -4.64105085e-02
 -7.52639398e-02 -3.42800617e-02 -8.81209448e-02 -6.32319525e-02
  8.16016197e-02 -7.22925514e-02  2.70956784e-01 -3.31657194e-02
 -2.25540861e-01 -6.04940206e-02 -1.10391319e-01  1.21124871e-01
 -2.23110065e-01 -5.37274778e-02 -1.49267297e-02 -2.91629732e-02
  1.81606248e-01 -2.97434069e-02 -1.58168394e-02 -1.66211203e-02
 -1.08819090e-01 -3.32496047e-01 -1.10729657e-01 -8.66061002e-02
  5.04662134e-02 -8.83816853e-02 -1.49830030e-02  1.52294349e-04
 -1.78993523e-01 -3.99968885e-02 -1.46620413e-02  1.77081488e-02
 -1.27776992e-02 -3.89587693e-02  1.75513223e-01 -3.93476896e-02
 -1.65571198e-01  1.77168641e-02  3.53136882e-02  1.94226563e-01
  1.85465783e-01  2.81079374e-02  2.13377532e-02 -1.66726112e-01
  7.66486600e-02 -2.00949743e-01  4.03000228e-02  1.93724304e-01
  9.51531082e-02  1.29492104e-01 -1.61546431e-02 -8.49597603e-02
  6.47954494e-02  1.15671411e-01 -1.58127740e-01  3.04321051e-02
  9.35693234e-02 -1.14887446e-01 -1.12992181e-02 -1.51714645e-02
  1.87563807e-01  6.41212165e-02 -1.28552899e-01 -1.81920111e-01
  1.13737710e-01 -1.11126229e-01 -7.76850358e-02  5.01019433e-02
 -1.07478246e-01 -1.98736295e-01 -2.92154133e-01  7.26985782e-02
  3.75550389e-01  1.39056608e-01 -1.96608782e-01  5.90046160e-02
 -1.44400194e-01 -5.13809174e-02  1.52697101e-01  8.20193589e-02
 -5.21833934e-02 -1.89450327e-02 -1.03999548e-01  7.11179525e-02
  1.86903372e-01 -7.77917728e-02 -2.71314308e-02  2.04128057e-01
  6.88459678e-03  1.06556743e-01  4.50032875e-02  1.05157018e-01
 -1.03020743e-01  4.27029282e-02 -1.04704067e-01  7.17770448e-03
  8.66548270e-02 -4.66090664e-02 -1.38746016e-02  1.07369281e-01
 -1.05991133e-01  1.34009153e-01 -1.11801475e-02 -1.91719749e-03
 -9.10957577e-04 -9.47890952e-02 -9.83284265e-02 -1.57430116e-02
  1.25210956e-01 -2.12645084e-01  2.54668921e-01  1.65362686e-01
  8.25964734e-02  1.36103451e-01  1.74691543e-01  4.59984578e-02
 -6.36623753e-03 -1.02063648e-01 -1.97566763e-01 -2.31055170e-03
  9.45199579e-02  7.43255601e-04  6.63100705e-02 -4.09167372e-02]",3
"[-0.11280737  0.05821654  0.04654191 -0.09787057 -0.08348148 -0.03478246
 -0.09350745 -0.10436745  0.08604725 -0.12088694  0.28142574 -0.03586892
 -0.2026668  -0.11312401 -0.0853214   0.1646558  -0.2235529  -0.07801136
  0.00044997 -0.04297996  0.10079622 -0.04197282  0.04313163  0.00583792
 -0.07276376 -0.34971353 -0.17947143 -0.06659306  0.04422332 -0.04344854
 -0.00485669  0.01219532 -0.16028039 -0.02458676 -0.00341868  0.03638347
 -0.03087743 -0.0560781   0.19010298 -0.02781458 -0.12362009 -0.02463385
  0.06936885  0.22433893  0.20543031  0.0397702   0.0501813  -0.14265959
  0.09294896 -0.18848515  0.08538915  0.14085092  0.0984559   0.10627667
  0.00595895 -0.0756121   0.06478374  0.13368511 -0.08426877  0.05303813
  0.10429072 -0.11380008 -0.02657711 -0.04576858  0.23844923  0.09173001
 -0.13958769 -0.19636282  0.12540911 -0.10188788 -0.09584651  0.02084944
 -0.1662084  -0.15227179 -0.3382757   0.05496878  0.40354642  0.14850301
 -0.1609758   0.02444775 -0.10115301 -0.01397346  0.14330758  0.12288671
 -0.07771313 -0.04641494 -0.12663713  0.05559074  0.18374147 -0.09294546
 -0.06090062  0.18345571 -0.01261347  0.15514095  0.02169731  0.07693008
 -0.08267342  0.05594348 -0.11034704  0.02934677  0.06694181 -0.03431801
  0.00930872  0.12219759 -0.07277936  0.13232805 -0.01658741  0.02851218
  0.00238681 -0.036042   -0.12598729 -0.0425191   0.10831015 -0.17960846
  0.20586081  0.17471546  0.09267744  0.13607326  0.1923534   0.11680225
 -0.02650698 -0.06637425 -0.17886734  0.02243537  0.06262439  0.01997555
  0.08943239  0.00717526]",3
"[-0.12468998  0.11163153  0.01801805 -0.04073068 -0.0736462  -0.0154318
 -0.07959965 -0.07825945  0.12193714 -0.12223136  0.2632767  -0.0625274
 -0.23167214 -0.1192572  -0.0859831   0.16484569 -0.21289399 -0.08329145
 -0.00908962  0.018382    0.14141701 -0.07250043 -0.00458004 -0.0056081
 -0.10655556 -0.3743012  -0.13323632 -0.09019905  0.0212086  -0.1053092
  0.00646371 -0.02032731 -0.13848908 -0.03319677 -0.02290316  0.02360154
 -0.02901006 -0.0432671   0.20976162 -0.03220093 -0.18836693 -0.03466481
  0.05212956  0.20514397  0.16038489  0.0668944   0.06013677 -0.15855815
  0.09630322 -0.20244081  0.04179928  0.17340676  0.04452049  0.10650099
 -0.01106916 -0.09541693  0.03633825  0.10852644 -0.12402112  0.02941001
  0.10351107 -0.06012891 -0.06040248  0.00895667  0.21519962  0.09505881
 -0.12163388 -0.20396382  0.15773451 -0.14325182 -0.08495425  0.02904015
 -0.13534532 -0.20443559 -0.30840996  0.05125669  0.39679137  0.1428047
 -0.12074797  0.0302832  -0.10606379 -0.03478862  0.12946694  0.11780594
 -0.06371256 -0.01829774 -0.08819993  0.0639343   0.20012254 -0.0760443
 -0.02825644  0.17091894  0.01026048  0.11067601  0.00496564  0.05265626
 -0.07874487  0.05385222 -0.11021885 -0.00549067  0.12645139 -0.01344688
  0.02266368  0.13540412 -0.10911737  0.12898941 -0.00957115  0.0057325
  0.02346046 -0.01238399 -0.13217786 -0.03758081  0.1273441  -0.15193252
  0.22868046  0.18049459  0.10652944  0.09943327  0.21287212  0.08144078
  0.02502249 -0.0572462  -0.21139629 -0.00097671  0.05950502  0.02218715
  0.06762476 -0.04338557]",3
"[-0.12362287  0.09921043  0.03467369 -0.04848442 -0.06523377 -0.02602069
 -0.13325799 -0.11369648  0.09594341 -0.11342458  0.2876116  -0.05946122
 -0.22251059 -0.14046271 -0.08206879  0.15593767 -0.21590327 -0.11416923
  0.00866429 -0.00224877  0.13162106 -0.05734866  0.00985354  0.03429011
 -0.11998168 -0.35622141 -0.14138541 -0.06868898  0.02244887 -0.08823256
 -0.01616477  0.00814928 -0.14581506 -0.03038873 -0.00624219  0.08747724
  0.00918064 -0.04790926  0.193074   -0.06661491 -0.1850751   0.00254882
  0.0389361   0.23542427  0.21044682  0.04322523  0.0368629  -0.1481075
  0.11989732 -0.17286238  0.04604436  0.18490224  0.06113561  0.09149266
 -0.01613007 -0.10530534  0.03284111  0.11107482 -0.08275576 -0.00109861
  0.05512487 -0.08807386 -0.00293988 -0.03217326  0.18102427  0.07784503
 -0.12255327 -0.224657    0.12560606 -0.15332641 -0.10305914  0.06455908
 -0.17040944 -0.17057668 -0.35455868  0.01243829  0.39048788  0.10154071
 -0.20126751  0.03906341 -0.04258271 -0.03997135  0.14259355  0.15102765
 -0.03253412 -0.00216337 -0.14785194  0.04426669  0.236059   -0.07202644
 -0.04753576  0.18039028  0.01549261  0.13996728  0.06480999  0.10578577
 -0.06865624  0.04617663 -0.13653165  0.01324427  0.0888787   0.01047281
 -0.02292008  0.12761541 -0.07324322  0.1547053   0.00444117  0.04598854
 -0.01789883 -0.03266716 -0.10812192 -0.03847     0.1496933  -0.15757808
  0.19473523  0.17636815  0.10428027  0.10722178  0.1833033   0.08486156
 -0.02207181 -0.04922358 -0.19920005 -0.00992767  0.03345722 -0.00529267
  0.08525442 -0.02200895]",3
"[-0.11572076  0.11181797  0.05961945 -0.02673844 -0.07726062 -0.03666566
 -0.06916547 -0.1018544   0.10014746 -0.08927822  0.30365518 -0.04293085
 -0.22080149 -0.11497737 -0.08844455  0.15740676 -0.21359509 -0.08861099
 -0.00458113  0.00321183  0.15242836 -0.097858    0.0032336  -0.03754755
 -0.06671666 -0.33839539 -0.13404822 -0.06041671  0.03448844 -0.07540221
 -0.01899782 -0.00126092 -0.17502531 -0.05519965 -0.01843653 -0.00804607
 -0.0236768  -0.02989509  0.18658225 -0.10804901 -0.18681008 -0.00040915
  0.07172965  0.18279314  0.17875431  0.04296942  0.03888275 -0.16543832
  0.05881948 -0.17808935  0.07809581  0.17380451  0.10026248  0.09698933
 -0.01652973 -0.11415813  0.03248522  0.094409   -0.09899845  0.03439943
  0.12286362 -0.08363053 -0.03471084 -0.0241658   0.18881534  0.07421137
 -0.12317088 -0.2105417   0.11787874 -0.11405985 -0.05487189  0.04334513
 -0.14458822 -0.2136818  -0.32759416  0.04297405  0.39908761  0.10846462
 -0.16425395  0.04632047 -0.11382051 -0.03481978  0.13424298  0.10555512
 -0.05649422 -0.00645215 -0.1249053   0.06111099  0.19326781 -0.0934094
 -0.04654514  0.1917039   0.00126174  0.09196425  0.0125187   0.09191486
 -0.02921621  0.05604607 -0.12148488  0.02976271  0.06569203 -0.05457337
 -0.02753616  0.11123027 -0.10769488  0.09692476  0.00258689  0.06014675
 -0.01171492 -0.05705131 -0.11099652 -0.03889956  0.1100134  -0.19359118
  0.22790393  0.17629112  0.09658509  0.11116651  0.17736374  0.07916011
  0.02398381 -0.09188303 -0.20084     0.0214281   0.05750347  0.00352232
  0.07137507  0.00990931]",3
"[-0.06194291  0.0930576   0.01120004 -0.03288686 -0.06043173 -0.013205
 -0.08300767 -0.11737928  0.108463   -0.10431694  0.27831948 -0.07113348
 -0.23665257 -0.11326762 -0.07952375  0.15924938 -0.20025894 -0.07357302
 -0.00674788 -0.00899138  0.12942034 -0.04492805  0.00786647  0.01579529
 -0.07191277 -0.33268923 -0.14651588 -0.06693587  0.06343423 -0.0680981
 -0.02867995  0.01853448 -0.13942915 -0.03615433  0.01604086  0.05891791
 -0.01917064 -0.05735641  0.18409094 -0.06759879 -0.15771429 -0.03648762
  0.05901718  0.20247565  0.19800015  0.07670706  0.01980478 -0.1329352
  0.08249298 -0.18573903  0.0506724   0.15865113  0.06650361  0.11177615
 -0.00527862 -0.11843143  0.03834322  0.10777038 -0.10227086  0.00041581
  0.08489741 -0.11074091 -0.02431223 -0.02552425  0.20317763  0.07435432
 -0.11654177 -0.21131481  0.14108187 -0.17003648 -0.09701152  0.04111026
 -0.13940734 -0.15791042 -0.32813001  0.01512115  0.40082482  0.14475398
 -0.16279173  0.03404832 -0.05194403 -0.02457618  0.16722536  0.11483327
 -0.01712777 -0.04491055 -0.14545605  0.02036435  0.20091891 -0.10063855
 -0.04011649  0.17324644 -0.0228442   0.12731256  0.01670611  0.07864431
 -0.06707147  0.06517    -0.10968361  0.00471575  0.09306858  0.00219831
  0.00258044  0.1412535  -0.08300696  0.13283321 -0.01146081  0.04048983
  0.02693972 -0.04472014 -0.11569466 -0.03270582  0.1434948  -0.18739145
  0.20562758  0.1626721   0.07078924  0.10266351  0.15710609  0.11738239
  0.00315071 -0.08269524 -0.23694664 -0.02996649  0.03475975 -0.0027653
  0.05723437 -0.02262   ]",3
"[-0.08922354  0.08127181  0.05937658 -0.0358276  -0.0572026  -0.11340273
 -0.07436832 -0.13728811  0.10461704 -0.10326008  0.25576022 -0.06859057
 -0.21608523 -0.11093201 -0.05692638  0.13593537 -0.22058849 -0.12450082
  0.00317326  0.02489278  0.13179852 -0.02964611  0.028507    0.05470747
 -0.11016993 -0.35040781 -0.12407807 -0.07664555  0.08430802  0.00773094
  0.01152911  0.019528   -0.17983297 -0.06483126  0.02813901  0.09079155
 -0.00647478 -0.06620486  0.21172352 -0.07369182 -0.24877007  0.04311297
  0.04264743  0.2280124   0.1713544   0.12962423  0.03414923 -0.15033098
  0.12752938 -0.17955834  0.0831093   0.15584868  0.09868948  0.03403655
  0.03444474 -0.14380407  0.08934515  0.05433109 -0.21140885 -0.00978511
  0.09508926 -0.04157184  0.05117359 -0.03260794  0.18493968  0.03512989
 -0.11087807 -0.13526455  0.16298047 -0.21659091 -0.0817908   0.09171341
 -0.10945697 -0.15571634 -0.37845463 -0.02780515  0.4264814   0.1393369
 -0.14211534  0.05885237 -0.00981908 -0.00949792  0.1563523   0.11716728
 -0.08311637  0.00782894 -0.14514528  0.002791    0.21359052 -0.02874544
 -0.07635361  0.20725432  0.0337154   0.08565205  0.05532555  0.06861769
 -0.06576843  0.02231633 -0.12046055  0.02090098  0.1084224   0.01133301
 -0.00327801  0.13924776 -0.14888369  0.12436303 -0.02429286  0.01751584
  0.00792255  0.02188478 -0.14299192 -0.04611105  0.10911462 -0.22260325
  0.19835095  0.16544834  0.06365755  0.09769586  0.14472021  0.04222769
 -0.02729874 -0.07652617 -0.21693592 -0.09794965  0.07279886 -0.03535274
  0.17318366  0.02378182]",3
"[-0.13448495  0.06831928  0.04922892 -0.04112678 -0.06718128 -0.06350114
 -0.08971158 -0.07780316  0.15038113 -0.05521706  0.25320604 -0.01691708
 -0.24102828 -0.13378577 -0.06433037  0.16866164 -0.16600558 -0.14037043
 -0.01409825  0.00509684  0.09202261 -0.00722711  0.04431314  0.05709643
 -0.05453294 -0.3568061  -0.13733301 -0.09472543 -0.0011697  -0.04062269
 -0.01516612  0.02519742 -0.18064024 -0.09782326  0.02528109  0.14368108
 -0.06605009 -0.05411799  0.24874638 -0.03600079 -0.16615599  0.02553219
  0.04714483  0.2431642   0.17822164  0.11249731  0.03504667 -0.13086593
  0.12798294 -0.19124311  0.06565186  0.19619912  0.13440982  0.06105435
  0.03428122 -0.11730313  0.07559138  0.12607804 -0.17994677 -0.02487705
  0.04980254 -0.0835681  -0.04854404 -0.06260982  0.21581623  0.07211234
 -0.11113195 -0.16068673  0.14744386 -0.14426838 -0.11494396  0.08385637
 -0.16364112 -0.19065621 -0.3535476   0.05420736  0.37860492  0.12403956
 -0.16882032  0.08107077  0.01610362 -0.00370207  0.09001392  0.12287132
 -0.08780638  0.02101056 -0.16135925  0.00524316  0.14619854 -0.04656117
 -0.03565228  0.15970464  0.04357087  0.15822446  0.05541323  0.05073841
 -0.02440513  0.02910998 -0.18483362  0.01079054  0.10723548  0.05925043
 -0.00203122  0.06391373 -0.06908064  0.07334861 -0.02003032 -0.00864789
 -0.05300418 -0.05000595 -0.1358328  -0.03974099  0.12219301 -0.21056084
  0.19139236  0.14887019  0.01251632  0.12207292  0.18320045  0.08452272
 -0.03966849 -0.06588901 -0.23734063 -0.05214776  0.1246316   0.03304009
  0.14231876  0.01388895]",3
"[-0.13390571  0.06611427  0.04258018 -0.01169687 -0.07371924 -0.04119549
 -0.10508645 -0.09642847  0.09855227 -0.05608556  0.24963488 -0.04870619
 -0.25160766 -0.11251138 -0.07102505  0.13206461 -0.14799342 -0.14868486
  0.05194776  0.01307763  0.12216403 -0.03633018  0.01657139  0.08645882
 -0.09116459 -0.35060689 -0.14036135 -0.08685337 -0.00492078 -0.05234989
  0.01077972  0.01534046 -0.1742996  -0.07534948  0.00795543  0.15145971
 -0.01802952 -0.03163876  0.21762073 -0.04348102 -0.18433677  0.01468611
  0.063526    0.27307764  0.18548253  0.09639919  0.01699535 -0.1213478
  0.1075284  -0.18652043  0.0887502   0.18668923  0.14119075  0.08047007
  0.0141491  -0.08790258  0.0472055   0.15080224 -0.16686536  0.01641203
  0.03541215 -0.03306048  0.02040254 -0.04752377  0.22992539  0.07156041
 -0.11992732 -0.16020997  0.13715513 -0.16557938 -0.15031052  0.0976847
 -0.14633076 -0.19242866 -0.34000441  0.07544286  0.37743351  0.11800902
 -0.19292237  0.07683246  0.00675188 -0.03219216  0.11205878  0.12406651
 -0.03431165  0.00983286 -0.14407186 -0.00096857  0.19462363 -0.03304748
 -0.03780683  0.19362943  0.02448627  0.13134751  0.08662267  0.11156494
 -0.04255541  0.05531811 -0.19571313 -0.03562754  0.1026222   0.0540573
  0.01468687  0.08552717 -0.09960591  0.10326558 -0.00751176  0.01305184
 -0.01101668 -0.01773067 -0.14271326 -0.04442512  0.14687905 -0.23211108
  0.20247799  0.12464309  0.03397949  0.09949303  0.17945938  0.07641301
 -0.00067691 -0.09190379 -0.19958529 -0.03537103  0.11272202  0.00221007
  0.11589295  0.00861   ]",3
"[-0.0553842   0.08013172  0.06723733 -0.00648574 -0.02264132 -0.12170807
 -0.04923313 -0.14004777  0.09744598 -0.05322043  0.2858333  -0.0954094
 -0.23696846 -0.11737226 -0.05036127  0.10881257 -0.24086785 -0.09457363
 -0.02132094  0.01211163  0.12269273 -0.01392665  0.04488489  0.01664896
 -0.10026096 -0.34118807 -0.10261236 -0.12641747  0.09195387 -0.04382669
  0.02775095  0.03287108 -0.18875495 -0.06758953  0.01060006  0.01316132
 -0.02859667 -0.04811     0.23648167 -0.0401169  -0.21770944  0.01028444
  0.00485964  0.22862507  0.18549909  0.10098985  0.01240647 -0.16325918
  0.11197372 -0.14898631  0.03950888  0.18176197  0.10918985  0.05444346
  0.03506223 -0.14616318  0.08437246  0.02928807 -0.26250017 -0.00162843
  0.09132011 -0.04678442  0.02206213 -0.02252062  0.16127071 -0.01355551
 -0.10808561 -0.11909413  0.13992855 -0.19846389 -0.05876985  0.11386111
 -0.10127477 -0.20300674 -0.35256273 -0.02616835  0.38204655  0.1012229
 -0.19199644  0.04783969 -0.00380081 -0.05810618  0.16165197  0.11766984
 -0.08650491  0.0475155  -0.12821451 -0.01034394  0.14073667 -0.05176365
 -0.07073463  0.21032891 -0.00877558  0.04726839  0.08802344  0.0617532
 -0.07196151  0.0254315  -0.12795934 -0.00137815  0.09761901 -0.03414617
 -0.02667205  0.08157899 -0.11519721  0.13880147 -0.0031659  -0.01571834
 -0.04078068 -0.06487665 -0.11828961 -0.02830235  0.14052784 -0.2531381
  0.2022016   0.15466519  0.0422482   0.12223469  0.09523214  0.04764637
 -0.0727901  -0.05230303 -0.1979429  -0.08643238  0.0716554  -0.0057886
  0.15449494 -0.02871099]",3
