data,label
"[-0.05965865  0.02968218  0.03687194  0.02718068 -0.07664291 -0.02635264
 -0.04239054 -0.13323918  0.1209654  -0.08405132  0.32383895 -0.07085565
 -0.20656435 -0.1345856  -0.05192811  0.21035026 -0.15698792 -0.04512808
 -0.06351876 -0.0057151   0.08792359 -0.02148315  0.0607591   0.05473246
 -0.06283312 -0.37025121 -0.07864096 -0.1075507   0.11323706 -0.08242511
 -0.06213133  0.02448945 -0.17085107 -0.05981751  0.01861801  0.02654957
 -0.05266881 -0.10947182  0.19698194 -0.02900574 -0.23561366 -0.03757902
  0.01838551  0.16057797  0.18179008  0.10186502  0.05418232 -0.18111536
  0.13636884 -0.17711069  0.05582986  0.10384388  0.0882957   0.05249856
 -0.01900003 -0.16234212  0.04349635  0.04993356 -0.18316351  0.01263036
  0.04890179 -0.06639647  0.00984219  0.0113359   0.22053771  0.06608729
 -0.0981831  -0.14201091  0.18448089 -0.17005286 -0.02482538  0.07231249
 -0.13553303 -0.22204648 -0.35298884  0.01054166  0.44935808  0.08368954
 -0.17302223  0.00568309 -0.04052164 -0.02434603  0.15321185  0.19657223
 -0.00982772 -0.05627138 -0.10942016 -0.02183108  0.2107366  -0.12262046
 -0.04275164  0.23708519 -0.01188418  0.07367008  0.01711813  0.09479722
 -0.08317833  0.07206605 -0.04466301 -0.01449045  0.09911799  0.01310688
  0.04496438  0.10351279 -0.1273295   0.1235019  -0.02616614  0.02796392
  0.09375156 -0.04632712 -0.10305978 -0.10686341  0.1081735  -0.19188899
  0.22594237  0.16922075  0.09684975  0.1328643   0.1046055   0.1277556
  0.02884749 -0.05027299 -0.20257898 -0.01220621  0.07018907 -0.03842881
  0.0402261  -0.01261671]",2
"[-0.02777481  0.05898226  0.03409895  0.03714337 -0.08999928 -0.02201187
 -0.04560382 -0.12275338  0.1249662  -0.0706389   0.32078975 -0.04674235
 -0.20109914 -0.13169011 -0.03407764  0.20652016 -0.1716973  -0.03961876
 -0.0452885  -0.01046447  0.07367077  0.01636736  0.05257566  0.02868109
 -0.05675936 -0.36073795 -0.07150999 -0.10022052  0.13716264 -0.08105506
 -0.0742676   0.01234666 -0.17484489 -0.07911053  0.05076415  0.01535622
 -0.06947659 -0.09626309  0.20503102 -0.00500407 -0.21584181 -0.00644349
  0.01477618  0.17589474  0.17903492  0.11927366  0.06125303 -0.20051605
  0.13759185 -0.16724484  0.05645997  0.10111377  0.10158633  0.02519507
 -0.01179105 -0.18267725  0.02066554  0.02586387 -0.2051256   0.02159689
  0.05981261 -0.05516482 -0.00394854  0.00290232  0.21262299  0.03153988
 -0.0816324  -0.1657307   0.17946927 -0.17712046 -0.03445203  0.09358013
 -0.11215013 -0.22037569 -0.35581109  0.00792428  0.45237771  0.0841169
 -0.16285865  0.01918343 -0.01828232 -0.04271645  0.14901923  0.18550669
 -0.01808225 -0.04736369 -0.10715704 -0.01166375  0.21335822 -0.13109449
 -0.05028731  0.22235617 -0.01234638  0.08877423  0.01087644  0.07610835
 -0.08431892  0.07157903 -0.04803485 -0.03591602  0.10562005  0.00227494
  0.05469121  0.12221813 -0.14388496  0.12260691 -0.04084572  0.00417429
  0.07964942 -0.05052568 -0.11257675 -0.08952266  0.12421391 -0.21636935
  0.2335913   0.17332293  0.08050933  0.12549885  0.09748344  0.10543379
  0.02490294 -0.04781098 -0.21680275 -0.03404231  0.05254719 -0.05034935
  0.06680438 -0.01429044]",2
"[-0.05636423  0.0617457   0.04094593  0.00570936 -0.06351773 -0.01716834
 -0.05402708 -0.12637724  0.12250998 -0.05809445  0.26581636 -0.07990649
 -0.19586085 -0.09674524 -0.03941008  0.19644928 -0.21749128 -0.05295765
 -0.05300096 -0.0075613   0.07334457  0.00718141  0.0553427   0.0240765
 -0.04920863 -0.37790859 -0.07947113 -0.13227147  0.10966364 -0.0470314
 -0.08448306 -0.01121257 -0.17804159 -0.06688252  0.01622403  0.0311103
 -0.05750935 -0.08975019  0.18766697 -0.02166082 -0.23807457  0.01130794
  0.04962681  0.17677106  0.23753773  0.11226727  0.0296074  -0.18620861
  0.14508113 -0.16062102  0.05015311  0.1008358   0.09929412  0.04553653
 -0.01052007 -0.1170442   0.00183301  0.07316852 -0.16349825  0.03341511
  0.10043393 -0.09188532  0.02763407 -0.03615118  0.24830528  0.04634294
 -0.10485848 -0.11573618  0.15231222 -0.17362875 -0.05234632  0.04571774
 -0.10913076 -0.19306232 -0.33844554  0.0130562   0.43105534  0.05715894
 -0.15057674  0.01904777 -0.02677878 -0.04037228  0.17289719  0.22329682
 -0.01557498 -0.04834805 -0.08062144 -0.02585974  0.24983114 -0.12940638
  0.00340766  0.21855935 -0.04613769  0.08875284  0.0012478   0.06846294
 -0.08402333  0.06731522 -0.06724475 -0.00338143  0.05152266 -0.01621561
  0.03970711  0.09128385 -0.12266374  0.07554938 -0.02134521  0.0210879
  0.098588   -0.07231686 -0.06319737 -0.1080564   0.13670562 -0.19192013
  0.21493778  0.16394345  0.06728404  0.122305    0.08881414  0.13486859
  0.0033331  -0.02338025 -0.23806655  0.01559147  0.09314991 -0.02320221
  0.06670155 -0.00752257]",2
"[-7.00674718e-04  3.15662511e-02 -1.38250198e-02  3.12642753e-02
 -9.63788182e-02 -5.05695716e-02 -3.43633592e-02 -1.37511268e-01
  1.30054072e-01 -8.19914788e-02  2.43033931e-01 -8.67326483e-02
 -1.90217361e-01 -1.00389242e-01 -1.45633128e-02  1.74681574e-01
 -1.58590540e-01 -3.59545797e-02 -4.35102731e-02 -5.78053743e-02
  3.89162041e-02  4.69799787e-02  2.44781226e-02  7.08140582e-02
 -4.74146381e-02 -3.11996639e-01 -6.05412796e-02 -1.00421548e-01
  1.03186168e-01 -7.33058900e-02 -7.00384825e-02  5.29926606e-02
 -1.85520738e-01 -9.64128375e-02  5.02619147e-02  1.58638954e-02
 -3.34155820e-02 -9.91504788e-02  1.52256221e-01  2.62071699e-04
 -1.55645967e-01 -2.70472150e-02  2.44763084e-02  1.69071823e-01
  2.04179674e-01  8.14362094e-02  2.06059068e-02 -1.92741498e-01
  1.24447569e-01 -1.13082044e-01 -1.62599999e-02  7.57083446e-02
  5.45358583e-02  6.82972465e-03 -2.26305914e-03 -1.42891601e-01
  2.68258713e-02  6.34677932e-02 -2.24157527e-01  3.28947790e-02
  7.24383146e-02 -6.85721859e-02 -3.26384827e-02 -3.07447314e-02
  2.45904699e-01  2.82286908e-02 -8.21734890e-02 -1.59501240e-01
  1.17621452e-01 -2.31016040e-01 -9.43319872e-02  4.63375077e-02
 -6.86475262e-02 -1.88061938e-01 -3.65294337e-01 -3.14370394e-02
  3.69115502e-01  1.14032082e-01 -1.89007655e-01  8.38702023e-02
  1.24516105e-02 -1.14849471e-02  2.20202282e-01  1.65951803e-01
 -2.24287193e-02 -1.73153374e-02 -8.32083076e-02 -5.09387143e-02
  1.97740138e-01 -4.45096456e-02 -7.34375566e-02  2.10805640e-01
 -7.62982070e-02  5.44871800e-02  5.90695851e-02  3.14602740e-02
 -9.07431319e-02  2.62815785e-02 -6.53441176e-02 -6.52897432e-02
  1.06172331e-01 -3.57461609e-02  5.31912558e-02  9.73940790e-02
 -1.38266757e-01  1.07227936e-01 -6.19921051e-02  3.40199322e-02
  7.46566579e-02 -7.28039518e-02 -1.34641796e-01 -2.60960497e-02
  1.54706493e-01 -2.50863105e-01  2.17597857e-01  1.08421601e-01
  4.27047126e-02  1.38543874e-01  9.64264497e-02  1.08603723e-01
 -3.49815711e-02 -2.05117483e-02 -1.92845151e-01 -4.07522134e-02
  7.92660564e-02 -5.82425483e-02  1.57682970e-01 -2.66482923e-02]",2
"[-1.23771708e-02  8.91062543e-02  6.98223412e-02  1.22554144e-02
 -6.43629208e-02 -2.36590952e-02 -7.12376833e-02 -1.49810165e-01
  8.33148062e-02 -7.88104832e-02  2.92509615e-01 -1.10431120e-01
 -1.86047122e-01 -1.14866130e-01 -7.10164011e-02  1.60325065e-01
 -1.94913521e-01 -8.28654468e-02 -2.20720866e-03  2.11259611e-02
  1.08979702e-01 -1.30216070e-02  1.95330065e-02  5.26831625e-03
 -2.32262481e-02 -3.64931583e-01 -8.93102363e-02 -1.11859769e-01
  1.35884434e-01 -6.93355128e-02 -7.23454505e-02  8.53702519e-03
 -1.67193636e-01 -6.77283779e-02  1.09638432e-02  4.42981273e-02
 -3.91333289e-02 -6.99891970e-02  2.02347472e-01 -3.33953686e-02
 -2.16995552e-01  4.09495533e-02  6.87576318e-03  1.98316887e-01
  1.88272908e-01  1.16115414e-01  5.86053766e-02 -1.75917432e-01
  1.29056975e-01 -1.17999144e-01  4.61646393e-02  1.64492935e-01
  1.31505087e-01  4.76037338e-02 -3.28912772e-02 -1.39007479e-01
  5.49115147e-03  4.22085263e-02 -1.75948977e-01  4.05018926e-02
  1.36923015e-01 -3.83243412e-02  4.21406850e-02 -4.88325916e-02
  1.91377148e-01  7.87710119e-03 -1.00490086e-01 -1.50664791e-01
  1.55114323e-01 -1.70344695e-01 -7.47210234e-02  5.61682805e-02
 -1.48640275e-01 -1.79431617e-01 -3.18223506e-01 -1.07410373e-02
  4.33148742e-01  1.03395768e-01 -1.39201209e-01  2.38543451e-02
 -4.23329994e-02 -3.32081877e-02  1.49324998e-01  1.76528126e-01
 -6.52631931e-03  7.13357795e-03 -9.05063078e-02  2.94491241e-04
  1.89032197e-01 -9.69115868e-02 -4.68646735e-02  1.76292807e-01
 -4.70591225e-02  1.19121186e-01 -1.41111054e-02  5.30331247e-02
 -5.83387613e-02  8.68778676e-02 -7.19894394e-02  2.55779573e-03
  9.75090731e-03 -2.41277064e-03  3.96805964e-02  1.21196933e-01
 -1.09843507e-01  1.33783326e-01 -3.36364061e-02  6.88628107e-02
  3.25583965e-02 -2.47743744e-02 -7.95692876e-02 -4.17042971e-02
  1.42950833e-01 -2.06552133e-01  2.00441808e-01  1.75689086e-01
  8.81144032e-02  8.46633390e-02  1.25800684e-01  9.95685831e-02
  1.57262702e-02 -6.90516829e-02 -2.78708607e-01 -3.88889275e-02
  3.37245502e-02 -1.93982944e-02  9.34128091e-02  8.99949297e-03]",2
"[-0.0502557   0.03487527  0.0239717   0.01935541 -0.06933017 -0.02597686
 -0.04565252 -0.11971685  0.11448938 -0.07012641  0.31045237 -0.11510704
 -0.20973539 -0.12537615 -0.04811412  0.21123813 -0.16093452 -0.04470249
 -0.06064319  0.01503292  0.10453174 -0.00971854  0.04750471  0.04847776
 -0.07379246 -0.3777748  -0.08441095 -0.11785347  0.11351649 -0.06626217
 -0.08755714  0.020403   -0.16771874 -0.05511477  0.03796353  0.03331917
 -0.04009968 -0.0967745   0.20717895 -0.00727127 -0.26416498  0.00482831
  0.02037045  0.16109866  0.1545507   0.10346514  0.06140641 -0.19119175
  0.12310121 -0.16051678  0.07553637  0.12233074  0.09775449  0.04027557
 -0.01084271 -0.15443508  0.02450453  0.05957654 -0.17521176  0.00807743
  0.07701695 -0.04527219  0.0022563  -0.02140048  0.20514853  0.05378517
 -0.10183568 -0.16236573  0.16221967 -0.15496987 -0.03650974  0.09477159
 -0.1356422  -0.21032627 -0.3521328   0.02079376  0.46944875  0.0631763
 -0.17472325  0.02063115 -0.0467469  -0.05016948  0.15701266  0.19399342
  0.00552031 -0.03888368 -0.09170677 -0.0170747   0.22491728 -0.13710751
 -0.02508515  0.20340872 -0.01643738  0.08831759 -0.01317164  0.0710696
 -0.07511975  0.06628481 -0.02570985 -0.01121667  0.08484574  0.00784009
  0.01609823  0.09912235 -0.16417846  0.12300545 -0.01009516 -0.00692268
  0.08412225 -0.0375076  -0.08859395 -0.07802348  0.11398461 -0.22304761
  0.22300166  0.17151412  0.11089577  0.11117183  0.10204626  0.10521494
  0.03376525 -0.03940567 -0.2415669  -0.02571797  0.08589039 -0.03567077
  0.03733081 -0.01959467]",2
"[-0.02295298  0.08873887  0.0703079   0.01902977 -0.07462302 -0.02807705
 -0.06069614 -0.15061283  0.07615383 -0.05535968  0.29943892 -0.12855971
 -0.21542691 -0.09813364 -0.07218754  0.18569362 -0.18766934 -0.0651262
 -0.01960878  0.0252222   0.11368599 -0.02080669  0.02218289  0.01815771
 -0.02426685 -0.35218236 -0.07026573 -0.10539479  0.10113987 -0.07408695
 -0.07108411  0.0054791  -0.17897332 -0.07120748  0.00854267  0.03581227
 -0.02005752 -0.08106657  0.20660943 -0.04408249 -0.2419226   0.04000423
  0.03158336  0.18757352  0.18057622  0.11580008  0.04267833 -0.18438478
  0.11434388 -0.15570648  0.05335468  0.13669588  0.11284973  0.03855092
 -0.07351278 -0.15599908  0.00330633  0.06139203 -0.19124345  0.03707994
  0.1458163  -0.05412978  0.01606028 -0.05184618  0.20321159  0.036672
 -0.12521818 -0.1267011   0.12295428 -0.17142513 -0.06840938  0.04969464
 -0.14040731 -0.19353965 -0.36158535  0.00238909  0.45982116  0.08418302
 -0.1649182  -0.0079144  -0.04000757 -0.01585194  0.15375704  0.18855676
 -0.00843809 -0.00451969 -0.08959182  0.00681852  0.20226116 -0.10079511
 -0.0392815   0.20605928 -0.0324687   0.10848681 -0.03167585  0.0910235
 -0.04050967  0.06170693 -0.07524547  0.0108774   0.02426827 -0.00338228
  0.03538438  0.12893398 -0.15181229  0.1216899  -0.02259275  0.04324297
  0.05789192 -0.03945403 -0.06215433 -0.05339894  0.14716078 -0.19931613
  0.18807906  0.19364183  0.10132152  0.0908661   0.11879823  0.1017307
  0.0204948  -0.0639632  -0.2804884  -0.02560034  0.05870099 -0.02372455
  0.09956873  0.01332282]",2
"[-0.08127588  0.04561995  0.04048266  0.02221031 -0.03061806 -0.02688235
 -0.04905727 -0.15020177  0.12133651 -0.06844972  0.33365843 -0.08548329
 -0.19791499 -0.13602328 -0.07135883  0.17321914 -0.16663058 -0.06883398
 -0.04709085  0.00645526  0.11379622 -0.04810299  0.04156593  0.0704082
 -0.06204017 -0.33965859 -0.09143747 -0.10607012  0.14145307 -0.07438865
 -0.10578836 -0.00084729 -0.20156378 -0.06273728  0.0057221   0.06713664
 -0.03986923 -0.09488772  0.18502583 -0.02273234 -0.21653633  0.01983527
 -0.00421865  0.18349542  0.17048828  0.09177636  0.0614332  -0.20218877
  0.11907007 -0.14475246  0.05288513  0.15915997  0.11533271  0.06222843
 -0.04038588 -0.164189    0.02563955  0.0640325  -0.16297255  0.04575872
  0.07547902 -0.0477306   0.01542221 -0.0301723   0.20484598  0.06411084
 -0.12076745 -0.18392508  0.14674936 -0.16399054 -0.02964766  0.11980005
 -0.14395438 -0.21744972 -0.33090305  0.0256571   0.45885283  0.0800487
 -0.1659904   0.03106998 -0.09537811 -0.04437087  0.1351978   0.19654743
 -0.00166664 -0.00231818 -0.12156713 -0.00949643  0.21165241 -0.0950531
 -0.0280405   0.21512659 -0.01962239  0.09057751 -0.01271155  0.09085269
 -0.08609449  0.07343169 -0.03268325 -0.02283029  0.03995989  0.01370871
  0.0276675   0.07959846 -0.12734869  0.12353144 -0.01414415  0.04389394
  0.06813809 -0.0565013  -0.08049987 -0.07316186  0.10599461 -0.25748572
  0.21812402  0.17626512  0.1365823   0.10259258  0.11025788  0.11227784
  0.02643565 -0.04554567 -0.22086206  0.0041168   0.04841118 -0.04433991
  0.04988601 -0.02078095]",2
"[-0.06990339  0.05563408  0.01498007  0.02221529 -0.08126701 -0.02765168
 -0.05411014 -0.12968363  0.13397752 -0.07137484  0.31527132 -0.06170039
 -0.19163789 -0.13928647 -0.04799655  0.19745082 -0.17061679 -0.06878107
 -0.03546526 -0.00820092  0.10529929 -0.02079543  0.03984934  0.05307212
 -0.08814529 -0.35660672 -0.07837192 -0.09772336  0.13065951 -0.0801679
 -0.06759407  0.01915812 -0.1934423  -0.06865335  0.02311912  0.06258358
 -0.05369069 -0.09992568  0.21103469 -0.02958212 -0.23382998  0.00138101
  0.03471239  0.19640234  0.20297116  0.09732322  0.0360343  -0.1766199
  0.14166345 -0.15129462  0.04851625  0.11906452  0.08639665  0.05378941
 -0.03899381 -0.15933554  0.04142613  0.05782294 -0.20720533  0.00361152
  0.05668801 -0.08517913  0.00576556 -0.00364673  0.22670183  0.0553567
 -0.08426824 -0.17150465  0.17625284 -0.17991889 -0.03731732  0.09583198
 -0.13749932 -0.20604137 -0.36423868  0.00999544  0.44571766  0.07409491
 -0.14829093  0.04257366 -0.01901293 -0.04332724  0.15896986  0.17931189
 -0.00639056 -0.04794401 -0.12068052  0.00140688  0.24527292 -0.10476785
 -0.04389515  0.21241248 -0.00513793  0.07791587  0.01638249  0.08739837
 -0.07914857  0.07163008 -0.06569061 -0.02512454  0.08929677  0.0052063
  0.04477036  0.11248493 -0.14163263  0.11841991 -0.00558036  0.02948922
  0.06688766 -0.05719446 -0.11185852 -0.08002995  0.12032953 -0.21411531
  0.25103417  0.16244631  0.11581246  0.12023734  0.11573511  0.09489266
  0.01631099 -0.05033436 -0.22259583 -0.00638563  0.06366124 -0.04564635
  0.09536811  0.00202315]",2
"[-0.06991864  0.04226612  0.0904487   0.02410917  0.02839388 -0.08683141
 -0.03626133 -0.12358904  0.10971035 -0.06114913  0.31175807 -0.10011977
 -0.20457312 -0.12083844 -0.04578207  0.14105073 -0.19568874 -0.00606981
 -0.0871227   0.0050035   0.09813707 -0.0222739   0.05911598  0.06423379
 -0.05869947 -0.37970489 -0.08825355 -0.1368801   0.12402796 -0.05116765
 -0.08831029  0.00894741 -0.17795792 -0.08917309 -0.0152015   0.02950627
 -0.03565503 -0.04797091  0.1856439  -0.02633878 -0.19571921  0.03834082
 -0.01217911  0.21602426  0.23856309  0.10412758  0.04175717 -0.16859807
  0.09452181 -0.20038609  0.03999883  0.1296197   0.0809041   0.08707434
  0.02748738 -0.13153832  0.02881481  0.04213921 -0.20119028  0.0815298
  0.05438669 -0.08926646  0.04944291  0.00793448  0.20422499  0.03466461
 -0.12341875 -0.12697534  0.11935617 -0.20834908 -0.01034458  0.1022135
 -0.11003079 -0.21455501 -0.35804167  0.0257039   0.42650923  0.13345325
 -0.18756519  0.04497934 -0.1055905  -0.08172327  0.17998846  0.18363242
  0.01531602 -0.0066145  -0.09725197  0.01597059  0.17417014 -0.0799133
 -0.03606575  0.26161727 -0.03848857  0.07322152 -0.00080083  0.06062187
 -0.10644599  0.04485984 -0.07688453 -0.01928068  0.06981167  0.02159967
  0.04269731  0.05840791 -0.12842388  0.13544746 -0.01859147  0.020523
  0.07359801 -0.06713983 -0.08386315 -0.047358    0.13734701 -0.25060207
  0.23072305  0.18780591  0.11727571  0.10744463  0.07334588  0.052631
  0.01358473 -0.03277045 -0.19037873  0.01417459  0.05293929 -0.02188695
  0.09372786 -0.02395294]",2
"[-3.76890376e-02  8.12877119e-02  2.80837510e-02  3.18139866e-02
 -1.08424976e-01 -1.47653017e-02 -3.59191746e-02 -1.36360481e-01
  1.19046561e-01 -7.45167509e-02  2.78377354e-01 -7.17048049e-02
 -1.92053661e-01 -8.95575508e-02 -3.56701873e-02  1.84575424e-01
 -1.80501983e-01 -4.23447303e-02 -3.63334157e-02 -1.27057759e-02
  7.68578649e-02  3.00565120e-02  4.14222889e-02  1.83416102e-02
 -7.36897513e-02 -3.66439253e-01 -5.32898232e-02 -9.96715724e-02
  1.02678582e-01 -7.08187670e-02 -4.86142971e-02  1.68994982e-02
 -1.69589028e-01 -4.14792411e-02  3.30735072e-02  2.22186632e-02
 -5.66032417e-02 -9.25731882e-02  2.21525267e-01  2.67236697e-04
 -2.35400915e-01 -2.23122854e-02  2.20714454e-02  1.79819718e-01
  1.62209809e-01  9.70323384e-02  3.58836018e-02 -1.92434832e-01
  1.37662500e-01 -1.53263286e-01  3.30530331e-02  1.03546143e-01
  6.17931336e-02  9.92502179e-03 -3.08047198e-02 -1.65267184e-01
  1.82625465e-02  4.26393822e-02 -2.14672968e-01  9.03337728e-03
  8.15435126e-02 -8.59976783e-02 -1.62445419e-02 -6.97444845e-03
  2.36728996e-01  5.26123308e-02 -7.49284476e-02 -1.46189764e-01
  1.67645156e-01 -1.71210200e-01 -5.15799969e-02  7.36175478e-02
 -9.57575813e-02 -2.18087450e-01 -3.38812232e-01 -1.00688590e-03
  4.36811328e-01  8.08929726e-02 -1.58028841e-01  8.58727470e-03
 -2.29600109e-02 -2.94431318e-02  1.98025778e-01  1.89009830e-01
 -1.94298923e-02 -4.05529179e-02 -9.97074023e-02 -1.87365199e-03
  2.29757503e-01 -1.17988862e-01 -5.56110926e-02  2.20586538e-01
 -1.69483498e-02  8.47780555e-02 -8.93109653e-04  5.28451912e-02
 -8.62309635e-02  7.52922967e-02 -6.20492510e-02 -3.20896655e-02
  1.19649649e-01  2.44191731e-03  5.53728342e-02  1.39194325e-01
 -1.66632757e-01  1.07448064e-01 -2.54478678e-02 -6.98170997e-03
  9.30722654e-02 -7.16999546e-02 -1.02452725e-01 -8.00725743e-02
  1.38427541e-01 -2.15917200e-01  2.22870737e-01  1.54790446e-01
  6.33409172e-02  1.41870290e-01  1.05721086e-01  8.81044120e-02
  1.93296727e-02 -5.29171713e-02 -2.46175230e-01 -1.26542179e-02
  8.15333948e-02 -3.59849110e-02  8.16961750e-02 -1.68585703e-02]",2
"[-0.05107949  0.07463435  0.0330234   0.02313074 -0.09709769 -0.03068154
 -0.05499413 -0.12812546  0.13676198 -0.09077584  0.30108514 -0.04474824
 -0.18007652 -0.09157474 -0.05456659  0.17389514 -0.18103838 -0.00593416
 -0.05254458 -0.03838879  0.07723258  0.02715809  0.04768541  0.03350949
 -0.05950672 -0.37549883 -0.06025713 -0.11954056  0.12674865 -0.06745261
 -0.04631377  0.02942011 -0.15506116 -0.04917064  0.0264976   0.01260589
 -0.05069259 -0.07054201  0.20863263  0.01379075 -0.18597941 -0.01172267
 -0.02780818  0.19077836  0.17418924  0.10879151  0.03675272 -0.19866097
  0.16271292 -0.16240968  0.02714341  0.09916981  0.07076636  0.02014576
  0.00918439 -0.16188774  0.03038711  0.02975207 -0.22877608  0.00489991
  0.02897272 -0.08240807 -0.00828682 -0.01407476  0.24359845  0.07631263
 -0.0838684  -0.12561034  0.1824141  -0.17433673 -0.04486031  0.04374968
 -0.10050789 -0.19872542 -0.35406822  0.01084438  0.43214688  0.10214261
 -0.18327858  0.00156012 -0.02756695 -0.04476958  0.19100878  0.17753166
 -0.04935415 -0.06720629 -0.06826665 -0.02230036  0.20029482 -0.11141083
 -0.07023098  0.22191669 -0.02407611  0.10588501  0.0111045   0.03182431
 -0.11120246  0.0536794  -0.06668064 -0.01869951  0.0884467   0.0012803
  0.04662373  0.11778742 -0.15587884  0.11022343 -0.02893693 -0.02327248
  0.07167235 -0.05466242 -0.13444985 -0.077048    0.14029483 -0.21406755
  0.26353967  0.16573229  0.08655433  0.16285127  0.10617629  0.06656801
  0.01210639 -0.0334632  -0.19894226 -0.02728316  0.08910632 -0.04817835
  0.05503079 -0.03542323]",2
"[-7.09752366e-02  4.43440750e-02  4.96862084e-02  9.97487362e-03
 -1.97844431e-02 -1.91109944e-02 -2.93192547e-02 -1.38258085e-01
  1.41936570e-01 -8.44537392e-02  3.01561028e-01 -9.33900252e-02
 -1.90495357e-01 -1.26359805e-01 -3.17228250e-02  1.65574849e-01
 -1.87238365e-01 -6.27260134e-02 -4.63974029e-02  1.58635881e-02
  1.20249964e-01 -5.17394021e-02  3.55862714e-02  8.52306709e-02
 -9.40561816e-02 -3.63354951e-01 -1.04618199e-01 -1.37951761e-01
  1.25218704e-01 -3.02339010e-02 -9.67859104e-02 -3.00472509e-03
 -1.95719093e-01 -9.00126323e-02  8.26316420e-03  6.66172653e-02
 -2.61082053e-02 -7.90826529e-02  1.74710870e-01 -4.24546152e-02
 -1.96398452e-01  3.87627520e-02 -1.25828693e-02  2.00305238e-01
  1.88785389e-01  1.31923795e-01  5.83476797e-02 -1.55261278e-01
  1.29691049e-01 -1.88517228e-01  6.22397363e-02  1.15396850e-01
  7.42882267e-02  6.91174567e-02  1.29914274e-02 -1.98910609e-01
  5.21724634e-02  7.05382004e-02 -1.90925390e-01  7.65725598e-02
  4.47608083e-02 -6.46725893e-02  6.37453869e-02 -6.07865397e-03
  2.14213476e-01  4.80375960e-02 -9.74984467e-02 -1.45843625e-01
  1.43550217e-01 -1.69710532e-01  6.90198084e-03  9.33016390e-02
 -1.58485234e-01 -2.25565568e-01 -3.55169594e-01  3.35829332e-02
  4.45650309e-01  1.51240438e-01 -1.76405862e-01  2.49409974e-02
 -4.92597148e-02 -1.13990903e-02  1.72031850e-01  1.67844549e-01
  3.09233763e-03 -2.30463664e-03 -1.38346180e-01  6.34460105e-03
  1.99994296e-01 -7.50001743e-02 -3.42305750e-02  2.58854121e-01
 -4.19265926e-02  6.84184581e-02 -3.22277250e-04  6.17055707e-02
 -1.05825149e-01  5.15117608e-02 -7.90511444e-02 -2.59524342e-02
  7.97659084e-02  3.19626220e-02  3.77227552e-02  1.02148838e-01
 -1.53434187e-01  1.12323985e-01 -6.06750511e-02  2.73859091e-02
  9.28597618e-03 -6.62359074e-02 -1.05576120e-01 -1.67395007e-02
  1.41015515e-01 -2.23957375e-01  2.12874338e-01  1.97776288e-01
  1.16066597e-01  1.21156834e-01  9.45565253e-02  5.07381894e-02
  1.01919416e-02 -4.46720943e-02 -2.34934896e-01  1.33196975e-03
  7.08895177e-02 -4.26920354e-02  1.00043997e-01 -6.75336272e-03]",2
"[-4.53097969e-02  9.25615206e-02  1.69667024e-02  3.39187048e-02
 -9.30448771e-02 -1.56319339e-03 -3.67795341e-02 -1.21021137e-01
  1.43066913e-01 -7.65656829e-02  2.91542381e-01 -4.21916284e-02
 -2.00524598e-01 -8.85986015e-02 -5.91804013e-02  1.84829399e-01
 -1.84819341e-01 -3.78938839e-02 -3.75300013e-02 -1.64746828e-02
  6.21415414e-02  9.53169260e-03  3.10362354e-02  1.82478502e-02
 -5.77025227e-02 -3.40156406e-01 -5.09793088e-02 -9.21887085e-02
  1.32235780e-01 -8.86607096e-02 -4.67753373e-02  9.77828447e-03
 -1.62833706e-01 -3.94415706e-02  3.57110463e-02  2.23271251e-02
 -4.41880003e-02 -8.67919922e-02  2.39700481e-01  7.91085977e-03
 -2.17498347e-01 -1.53458593e-02  1.49390558e-02  1.99254528e-01
  1.57298923e-01  9.38599035e-02  2.57255528e-02 -1.93837017e-01
  1.48658261e-01 -1.60438597e-01  3.82957123e-02  1.11961700e-01
  7.99193159e-02  8.08485318e-03 -1.82605833e-02 -1.83421940e-01
  1.81343369e-02  3.97244729e-02 -2.22643286e-01  7.81745650e-03
  6.39923066e-02 -7.74686486e-02 -2.40856018e-02  1.50659471e-04
  2.21847728e-01  6.89474121e-02 -7.47484192e-02 -1.60528034e-01
  1.81493327e-01 -1.73621267e-01 -3.09279505e-02  7.76733980e-02
 -8.21618736e-02 -2.11309820e-01 -3.27220082e-01  1.01444786e-02
  4.41328734e-01  1.07552424e-01 -1.50063425e-01  2.71145813e-02
 -1.77135020e-02 -5.42293675e-02  1.81758747e-01  1.90886497e-01
 -4.50711474e-02 -3.70952003e-02 -9.03533250e-02 -2.51468457e-03
  2.01990038e-01 -9.65038016e-02 -5.69897816e-02  2.02557057e-01
 -1.56368092e-02  7.62797520e-02 -3.13426531e-03  4.51406762e-02
 -9.97050852e-02  6.50312677e-02 -6.81724623e-02 -5.14061823e-02
  1.12328328e-01  2.86623091e-03  6.98306486e-02  1.32186115e-01
 -1.65539205e-01  9.59490314e-02 -2.53113378e-02 -1.78330857e-02
  8.76564533e-02 -5.13612106e-02 -9.19892490e-02 -6.78035766e-02
  1.33352682e-01 -2.28632927e-01  2.36888781e-01  1.44043908e-01
  6.00004904e-02  1.38404325e-01  1.18133411e-01  9.06718820e-02
  3.60634252e-02 -4.84078266e-02 -2.12502837e-01 -2.82263439e-02
  5.38501479e-02 -4.38562185e-02  9.40646380e-02 -2.61340886e-02]",2
